Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
COYLE001-R2	92.03269421740127	46.0	251.0	54.54545454545454	13091.0
COYLE002-R2	93.44394763777407	43.0	251.0	54.54545454545454	18563.0
COYLE003-R2	93.72118753457495	59.0	251.0	36.36363636363637	10846.0
COYLE004-R2	95.28239202657807	56.0	251.0	36.36363636363637	10535.0
COYLE005-R2	95.05183788878416	58.0	251.0	45.45454545454545	12732.0
COYLE006-R2	94.24654688960432	49.0	251.0	45.45454545454545	19258.0
COYLE007-R2	94.49695442134005	45.0	251.0	54.54545454545454	19044.0
COYLE008-R2	91.6774725922433	51.0	251.0	45.45454545454545	8483.0
LISTON01-R2	78.10103948843835	25.0	251.0	36.36363636363637	32997.0
LISTON02-R2	74.5958429561201	26.0	251.0	27.27272727272727	26413.0
LISTON03-R2	78.12725020881938	25.0	251.0	36.36363636363637	34719.0
LISTON04-R2	81.22758159741562	25.0	251.0	36.36363636363637	44885.0
LISTON05-R2	71.46089371111225	26.0	251.0	27.27272727272727	19447.0
LISTON06-R2	73.85731664928745	25.0	251.0	36.36363636363637	23016.0
P01-01-A-R2	14.295774647887328	49.0	251.0	18.181818181818183	14200.0
P01-01-B-R2	8.727610679283544	48.0	251.0	27.27272727272727	11836.0
P01-01-C-R2	21.319429357665285	49.0	251.0	27.27272727272727	13809.0
P01-01-D-R2	27.617704757233938	50.0	251.0	27.27272727272727	16312.0
P01-01-E-R2	26.24978526026456	50.0	251.0	18.181818181818183	17463.0
P01-01-F-R2	30.420956995760136	49.0	251.0	27.27272727272727	26416.0
P01-01-G-R2	16.94100042753314	43.0	251.0	36.36363636363637	9356.0
P01-01-H-R2	17.55224801418987	43.0	251.0	36.36363636363637	12967.0
P01-02-A-R2	23.069207622868603	42.0	251.0	36.36363636363637	1994.0
P01-02-B-R2	22.503270824247707	41.0	251.0	27.27272727272727	2293.0
P01-02-C-R2	1.2084592145015165	42.0	251.0	27.27272727272727	1986.0
P01-02-D-R2	0.0	42.0	251.0	27.27272727272727	287.0
undetermined-R2	64.26205373573794	44.0	251.0	18.181818181818183	62491.0
